Country,Country_id,Quarantine_type
Viet Nam,VNM,"Quarantine requirement at government designated site.

Should you be asked to undertake testing / self-isolation and / or quarantine you should comply. Failure to comply can be an offence with significant punishments. Vietnam’s quarantine requirements are mandated by the Vietnamese Ministry of Health. You must expect to undergo quarantine in a government centre for a minimum of 14 days and possibly longer if you test positive at any point. Should you test positive, you will be treated in a Vietnamese hospital. On discharge, you will be expected to undertake a period of self-isolation. The costs of quarantine, both in government centres and designated hotels, must be paid by those arriving or their employers. 
Quarantine lasts a minimum of 21 days and could be longer if you test positive at any point. If you test positive, you will be treated in a Vietnamese hospital. Following discharge you will be expected to undertake a period of self-isolation. You should expect to be tested at least 5 times prior to release, and will be required to produce 3 consecutive negative tests during quarantine and a further two consecutive negative tests during self-isolation. 
Once you have completed quarantine and self-isolation you should receive a document specifying this. You should keep this, as you may need to present it customs/airport officials when you leave Vietnam.
Vietnam uses community testing as a means to provide assurance that COVID-19 is not being transmitted undetected. Should you be asked to undertake testing, you should comply. Failure to comply can be an offence with significant punishments."
Wake Island,WAK,Unknown
Wallis and Futuna,WLF,"No known requirement
"
West Bank,PSE,"Quarantine requirement at government designated site or self-isolation at home. 

From 23 December, all international travellers will be required to complete quarantine. Upon arrival at the airport, your temperature will be taken. You must be able to prove you can enter isolation at home or another available dwelling in full compliance with the isolation guidance. If you are unable to do so, you will be sent to a state-sponsored hotel for isolation."
Western Sahara,ESH,Unknown
Yemen,YEM,"Quarantine requirement at UN designated sites:

Sana’a: staff should go for a mandatory 14 days self-isolation in the United Nations Common Accommodation Facility (UNCAF).
Aden: staff should go for a mandatory 14 days self-isolation in the WFP guest house.
National staff, they should go for a mandatory 14 days self-isolation at their own homes."
Zambia,ZMB,"Quarantine requirement at government designated site- subject to showing symptoms.

There is no requirement for visitors to self-isolate. However, if your body temperature is equal to, or above 38.0, and you have other symptoms of COVID-19 (a cough, shortness of breath, a headache or a sore throat), you will be tested and taken to a government facility for treatment and quarantine until your tests results are known. Returning residents must self-isolate for 14 days at their residence after arrival. There is no requirement for visitors to self-isolate."
Zimbabwe,ZWE,"Quarantine requirement at government designated site.

People arriving in Zimbabwe are subject to a 14-day quarantine period. If you arrive with a negative COVID-19 test issued within 48 hours of arrival, or test negative at the airport, you may self-isolate at a designated address. If you test positive for COVID-19 at the airport, you will have to quarantine in a Government-approved facility."
Afghanistan,AFG,"No declared requirements.<br>

There are currently no compulsory quarantine requirements or temperature checks at the airports.                                                                                                                                                                                                                                                              "
Åland Islands,ALA,Unknown
Albania,ALB,"Self Isolation- subject to origin.<br>

There will be a mandatory 14-day quarantine (self-isolate) for all travelers who enter Albania by air, land, or sea who initiated their travel from Great Britain."
Algeria,DZA,"Quarantine requirement at government designated site or own accomodation.<br>

Mandatory, of 14 days for international staff at Algiers or Tindouf, depending on MOFA decision;  7 days for Algerian citizens in specific hotels with all costs borne by Algerian government."
American Samoa,ASM,"Quarantine Requirement outside territory. <br>

Citizens holding a non-US passport will be required to quarantine for 14 days in Hawaii, Tonga, or Samoa (Apia) before entering the territory."
Andorra,AND,Home isolation is required until COVID test results are received.
Angola,AGO,"Quarantine requirement at government designated site. <br>

All air passengers arriving in Angola will need to undertake compulsory self-quarantine for at least 10 days. Returning residents can quarantine in their own homes. Non-resident essential workers have to quarantine in a government or government-approved facility. The Angolan authorities will release you from quarantine once you have tested negative for coronavirus. You must spend at least 10 days in quarantine before being tested."
Anguilla,AIA,"Quarantine at government designated site or Government approved self-quarantine facility. <br>

All persons entering Anguilla will have to undertake 10 - 14 days quarantine in either a government run quarantine facility or a government approved self-quarantine facility."
Antarctica,ATA,Unknown
Antigua and Barbuda,ATG,"Quarantine requirement at government designated site- subject to official discretion. 
<br
On arrival, you will be subject to health screening. The Ministry of Health and Wellness of Antigua and Barbuda advise that all arrivals will be monitored for coronavirus for up to 14 days and that ultimately it is the decision of the Quarantine Authority on who must self-isolate or quarantine on arrival.
In practice, tourists arriving from outside the region’s “travel bubble” (see below) with pre-booked hotel accommodation from the <a href=""https://visitantiguabarbuda.com/antigua-and-barbuda-is-open/"">Government of Antigua and Barbuda’s Approved List</a> will normally be permitted to travel to their accommodation after screening and be allowed to move around the country providing they adhere to local social distancing measures. Visitors staying with family, friends, in private accommodation, in their own place of residence, or other location not on the <a href=""https://visitantiguabarbuda.com/antigua-and-barbuda-is-open/"">Government of Antigua and Barbuda’s Approved List</a> will be subject to an interview to determine suitability to leave for their accommodation arrangements and then are normally required to self-isolate for a period up to 14 days. Those not deemed to have suitable accommodation arrangements will be obliged to remain in government quarantine at their expense for between seven and 14 days.
Passengers arriving from Anguilla, Barbados, British Virgin Islands, Dominica, Grenada, Montserrat, St Kitts and Nevis, St Lucia, or St Vincent and the Grenadines (the “Travel Bubble”) must provide evidence of a negative COVID-19 RT-PCR test result taken no more than seven days before arrival. Passengers who have spent at least 14 days in one of those countries before arrival in Antigua and Barbuda will undergo mandatory health screening upon arrival but will not be subject to quarantine or self-isolation measures. Failure to comply with any order, guideline or direction of the Quarantine Authority is considered an offence carrying a fine of up to XCD10,000 and/or six months imprisonment."
Argentina,ARG,"Self-isolation at own accommodation.

All travellers to Argentina must also self-isolate for a total of 10 days counting from the day they took the PCR test, unless you are: •        a crew member on duty; •        a diplomat on duty;  •        a sportsperson authorised by the Argentine Migrations Office to enter the country; •        a non-resident foreign national authorised by the Argentine Migrations Office to enter the country to carry out essential work, or; •        in transit in an international airport for less than 24 hours."
Armenia,ARM,"Self-isolation at own accommodation. 

Arrivals are subject to self-isolation and/or testing requirements. More information on the process for taking a PCR test, and a list of COVID-19 testing laboratories in Armenia, is available on the Zvartnots International Airport <a href=""http://www.zvartnots.aero/EN/News?ID=3156"">website</a> 
 <br>
 <br>
For UN staff: the individual who enters the territory of Armenia and show documents confirming a 72-hour negative COVID-19 test certificate, will be exempted from self-isolation, if upon examination no symptoms are revealed. The certificate shall include:   -        Complete contact details of the organization, which conducted the test/examination -        Name, last name, passport number, date of birth (day, month, year) of the person -        Test results -        Signature of the director of the organization, which conducted the examination and the relevant stamp
"
Aruba,ABW,"Self-isolation at own accommodation- subject to PCR. 

You can also choose to take a COVID-19 test, for a fee, on arrival in Aruba, but a mandatory quarantine period of 24 hours is required for all visitors who choose to be tested on arrival. Those who test positive for COVID-19 during their stay will be required to self-isolate. Please see <a href=""https://edcardaruba.aw/"">this website</a> for further information. <br>"
Ashmore and Cartier Islands,AUS,Unknown
Australia,AUS,"Quarantine requirement at government designated site.
All international travellers entering Australia need to undertake a mandatory 14-day quarantine at a designated facility (for example a hotel) at their port of arrival. This is arranged by individual State and Territory governments."
Austria,AUT,"Self-isolation at own accommodation- subject to PCR. 

Travellers from risk areas must undergo a mandatory 10-day quarantine. After 5 days of isolation at the earliest, the quarantine can be ended following a negative result of a PCR or antigenic test (at the expenses of the traveller). <a href=""https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Haeufig-gestellte-Fragen/FAQ--Reisen-und-Tourismus.html"">Some categories of travellers</a>
 do not need to quarantine, such as those travelling for humanitarian reasons, business travellers, medical support, judicial purposes, and diplomatic staff.

 
"
Azerbaijan,AZE,"Quarantine requirement at government designated site. 

All passengers will need to self-isolate for 14 days. It is possible to end self-isolation if you are tested again 6 days after arrival and the result is negative. You must arrange and pay for the test yourself with a private provider. You should keep hold of any negative certificate should you be asked to provide evidence of a negative test by the authorities. A list of approved test providers can be found on the AZAL <a href=""https://www.azal.az/en/information/covid-clinics"">website</a>. Many providers offer the option to be tested at home, as you are required to self-isolate until you are re-confirmed as being COVID-19 negative you should choose this service.
Find out more:<br>
<a href="" https://www.sozialministerium.at/"">FAQs on travel and tourism (www.sozialministerium.at)</a> <br>
<a href="" https://www.bmeia.gv.at/"">www.bmeia.gv.at<a/>"
Azores Islands,PRT,Unknown
Bahamas,BHS,"Quarantine requirement unknown.

A negative COVID-19 RT PCR (molecular swab) test certificate is required on entry as well as a health visa application for international travel and a health card application for domestic travel. The negative test results must be uploaded when completing the Travel Health Visa Application prior to arrival. The test must not have been taken more than 5 days prior to the date of arrival. The health visa application is available from <a href=""https://travel.gov.bs/"">The Bahamas travel page</a>. Travellers are required to opt-in to a health insurance which covers them for the duration of their stay. The cost will be included in the Travel Health Visa application. An automated email response will be provided once the application is completed. This confirmation must be presented upon arrival in The Bahamas. Allow 72 hours to process. Children 10 years old or younger are exempt from presenting a COVID-19 test upon entering The Bahamas. 
<br>
After 1 November, travellers who are staying in The Bahamas more than four nights/five days will be required to take a rapid antigen test. More details are available at the <a href=""https://www.bahamas.com/tourism-reopening"">Ministry of Tourism website</a>."
Bahrain,BHR,"Self-isolation at own accommodation- subject to PCR. 
 <br> 
All arrivals into Bahrain will be subject to coronavirus testing procedures, and will be required to self-isolate until test results have been received. Those who test positive will be subject to further quarantine measures and health treatment, offered free of charge, at hospital or quarantine centres. Those who test positive but are without symptoms may be permitted to self-isolate at home or at their hotel. An additional coronavirus test is required 10 days following arrival, which can be booked through the “BeAware” app or by calling 444.
The Government of Bahrain has stated that anyone subjected to self-isolation/quarantine must comply or face up to three months in jail and a fine of up to 10,000 BHD. Visit the website of the <a href=""https://www.moh.gov.bh/Home?lang=en"">Government of Bahrain’s Ministry of Health</a>  for additional information. "
Baker Island,UMI,Unknown
Bangladesh,BGD,"Self-isolation at own accommodation or government facility.

Those arriving from, or transiting, the UK are required to quarantine at a government facility, or government approved hotel, where they will be tested for COVID-19 after seven days. Those testing negative for COVID-19 in that test will be allowed to complete the remainder of the 14 day quarantine period through ‘home quarantine’. Those testing positive will be transferred to a designated government hospital where their remaining quarantine period will be assessed and determined. The Bangladesh authorities will retain passports of passengers while they remain in quarantine and will return them at the end of the quarantine period. Passengers arriving in Bangladesh, from countries other than the UK (i.e. NOT the UK) need to quarantine for 14 days. Typically this can be completed as self-quarantine but health officials at the point of entry to Bangladesh will assess whether passengers are able to self-quarantine or need to be taken to a government facility. In all circumstances, people staying in a government approved hotel, government facility or hospital will need to cover the costs of those stays.
Passengers arriving in Bangladesh, from countries other than the UK (i.e. NOT the UK) need to quarantine for 14 days. Typically this can be completed as self-quarantine but health officials at the point of entry to Bangladesh will assess whether passengers are able to self-quarantine or need to be taken to a government facility.
Passengers with a No Visa Required certificate (an arrangement for foreign nationals of Bangladeshi heritage) arriving in Bangladesh without a medical certificate indicating they are COVID-19 negative, or such passengers who display symptoms, will be transferred to a government facility where their quarantine period will be assessed and determined."
Barbados,BRB,"Quarantine requirement at government designated site.

All arrivals from the UK are required to undergo a rapid antigen test at the airport. If negative, you will then be quarantined at approved facilities (a designated holding hotel, approved villa or a government facility at your own expense). See the <a href=""https://www.visitbarbados.org/covid-19-travel-guidelines-2020"">Barbados Travel Protocols</a> for further details. You will be monitored for seven days after arrival. (Monitoring includes interviews and assessments with public health professionals.) You will be required to undergo a second PCR test 5 days after arrival.<br>
You will need to remain in your hotel room and may be required to wear an electronic tracking bracelet until you receive the results of your second test. If the result of that second test is negative, you will not be subject to further quarantine. The government aims to return results within 48 hours. However, at present, return times are longer than this. If you test positive for COVID-19 at any point during your stay in Barbados, you will be required to self-isolate. You will first be transferred to the government isolation facility for 24 hours. You can then request to self-isolate at your hotel or villa, or government approved isolation property under strict stipulations that must be signed and adhered to. This will be at your own expense for non-nationals and non-residents. You will need to remain at your designated accommodation until the Barbadian authorities are satisfied that you have recovered. This may mean a mandatory stay of several weeks in Barbados. Upon recovery, tourists can continue their holiday or return home. See the <a href=""https://www.visitbarbados.org/covid-19-travel-guidelines-2020"">Barbados Travel Protocols</a> for full details of isolation options, facilities and requirements. If you are deemed to have been in close contact with a positive COVID-19 case, you will be required to quarantine at approved facilities. <br>

"
Belarus,BLR,"Self-isolation at own accommodation. 

All arrivals must self-isolate for 10 days, regardless of whether they show symptoms."
Belgium,BEL,"Self-isolation at own accommodation

Any person coming (or returning) to Belgium for at least 48 hours, after a stay of at least 48 hours in a ""red"" zone, must be placed in quarantine. The quarantine can only be terminated with a negative PCR test performed on the seventh day of quarantine."
Belize,BLZ,"Quarantine requirement at government designated site- subject to PCR. 

 You may need to quarantine, subject to testing, at your own expense. If you receive a positive test result you will be put into mandatory quarantine for a minimum of 14 days at an approved quarantine hotel at your own expense."
Benin,BEN,"Quarantine requirement at government designated site- subject to PCR.

Those who test positive for COVID-19 will be subject to government-mandated isolation measures and will receive treatment free of charge. Quarantine areas will be guarded by defence and security forces to ensure that quarantine regulations are strictly adhered to, and the Government of Benin will retain passengers’ passports until all testing and isolation requirements are met to ensure compliance."
Bermuda,BMU,"Quarantine requirement at government designated site- subject to PCR. 

From 8th December, all residents and visitors to Bermuda are now required to wear a Traveller Wristband for the first 14 days of their stay. Removal of the wristband is not permitted and can result in a fine of $500 and home quarantining with an electronic monitoring bracelet. Persons who do not wish to wear the Traveller Wristband will quarantine at their accommodation for 14 days. 
"
Bhutan,BTN,"Quarantine requirement at government designated site. 

All travellers, including Bhutanese nationals, who are able to enter the country are subject to mandatory quarantine in a facility for 21 days."
Bird Island,VEN,Unknown
Bolivia,BOL,"Quarantine requirement at government designated site. 

Returning Bolivian citizens and residents with a negative COVID-19 (PCR-TR) test are required to quarantine at their own cost at the designated hotel for seven days after their return to Bolivia."
Bonaire,BES,"Quarantine Requirement- Unknown where. 

Travelers need to present a negative COVID-19 test and proof of health insurance that covers the traveler overseas. Effective July 10, passengers can travel  for repatriation of residents, essential workers, medical travelers, and medical students and will be subject to quarantine upon arrival."
Bosnia and Herzegovina,BIH,"Quarantine requirement at government designated site- subject to PCR. 

Foreign nationals, including those with residence in Bosnia and Herzegovina, need a negative COVID-19 (PCR) test result that is not older than 48 hours."
Botswana,BWA,"Quarantine requirement at government designated site. 

Returning residents may be subject to a 14-day mandatory quarantine period in government facilities at their own expense and compulsory COVID-19 testing."
Bouvet Island,BVT,Unknown
Brazil,BRA,"Quarantine Requirement- Unknown where, dependent on local federal state. Travellers who have travelled through the UK are subject to quarantine on arrival.

Resident foreigners who have been in the UK during the previous 14 days will need to quarantine on arrival for 14 days."
British Virgin Islands,VGB,"Quarantine requirement at government pre-approved accommodation. 

Everyone entering the Territory will be subject to pre-approval and testing and quarantine protocols."
Brunei Darussalam,BRN,"Quarantine requirement at government designated site. 

If the government of Brunei permits you entry, you will need to go into quarantine on arrival at a government designated facility (usually a local hotel). Travellers are responsible for booking directly with hoteliers and must secure your accommodation before arrival. Currently quarantine is between 2 and 14 days. Travellers will be informed of the duration of quarantine on arrival and will need to cover the cost of their stay in their designated quarantine facility. "
Bulgaria,BGR,"Self-isolation at own accommodation- subject to PCR. 

As of 29 January 2021, Bulgarian citizens and people with permanent or long-term residence in Bulgaria and their family members who do not present the negative result of a Covid-19 test shall undergo a 10-day quarantine. Quarantine may be revoked upon presentation of a document showing the negative result of a Covid-19 test performed within 24 hours from the entry. "
Burkina Faso,BFA,"Self-isolation at own accommodation. 

You are required to quarantine for 14 days on arrival in Burkina Faso, at a location of your choice and at your own cost."
Burundi,BDI,"Quarantine requirement at government designated site- subject to PCR.

All passengers arriving by air will have to undergo a quarantine period of seven days in a designated quarantine hotel. You will be tested at least twice: first on arrival at Bujumbura airport and then again on the sixth day of quarantine. If you test positive you will be transferred to a treatment centre, at your own cost. The first test costs US $100, which will need to be paid in cash on arrival at Bujumbura international airport. The second test is also likely to cost US $100."
Cambodia,KHM,"Quarantine requirement at government designated site. 

Sponsored travellers will be tested on arrival for COVID-19 and transported to a designated hotel to await the result (usually 24 hours). If the test is negative, the traveller may quarantine for 14 days at a place of their choosing. If, however, any passenger on the same flight tests positive, then all passengers will be required to quarantine in a government designated hotel. All travellers to Cambodia who are not sponsored will be tested on arrival and then required to quarantine for 14 days at a facility designated by the Cambodian government. This may be at a hotel (at your own expense) or at a government facility. The conditions at government facilities are very basic and it is not guaranteed that families will be kept together. You will be expected to comply with these requirements regardless of any existing medical needs you may have. If you’re not able to submit to these requirements, you should think carefully about whether to travel to Cambodia at this time."
Cameroon,CMR,"Quarantine requirement at government designated site. 

If you have a proof of a recent (no older than three days before boarding) negative coronavirus test, you will normally not have to self-isolate. Anyone that has developed symptoms of Coronavirus on their travel or tests positive on arrival at Yaoundé or Douala airport must quarantine at a government-monitored hotel for 14 days. These requirements are regularly evolving."
Canada,CAN,"Self-isolation at own accommodation. 

Anyone arriving in Canada must self-quarantine for 14 days, and have a credible self-isolation plan. Immediate and extended family members planning to stay for less than 15 days must be travelling for an essential purpose."
Canary Islands,ESP,Unknown
Cape Verde,CPV,No updated information on self-isolation quarantine measures.
Cayman Islands,CYM,"Quarantine requirement at government designated site.

Only people, who have been pre-authorised may enter the Cayman Islands at this time and they are subject to mandatory quarantine for a period of 14 days in a government facility. "
Central African Republic,CAF,"Self-isolation at own accommodation. 

14 days self-isolation is mandatory for any person entering CAR who is coming from a location with local transmission of COVID-19."
Chad,TCD,"Self-isolation at own accommodation. 

You will need to surrender your passport, quarantine at home for 7 days and take a COVID-19 test on the seventh day. Passports will be returned upon presentation of the COVID-19 test receipt. If you’re staying in Chad for less than 7 days you will not be need to quarantine."
Chagos Archipelagio,IOT,Unknown
Chile,CHL,"Self-isolation at own accommodation.

The mandatory 10-day quarantine remains in place.
"
China,CHN,"Quarantine requirement at government designated site.

Following health checks on arrival, you will then need to enter quarantine for at least 14 days.
You may be separated from your child if one of you tests positive for coronavirus. Non-residents may be charged for their care. 
Quarantine is usually spent at either a centralized government hotel (with costs covered by the traveller) or your home. Quarantine requirements can change at short notice and may differ from province to province.
Follow-up swab tests are likely to take place during your quarantine period. Family members of someone who tests positive, or those who have been in close contact, will be required to go into a government quarantine hospital.
For all quarantine arrangements in China:
•        Unless directed by the authorities you are not allowed to leave your designated quarantine location for 14 days. This means you are also unable to leave China for the duration of the quarantine
•        Depending on the quarantine location, facilities may be basic: there may be no fridge, no air-conditioning, and limited or no internet/wifi.
•        During your stay you will be responsible for cleaning the room
•        If meals are not available at the quarantine location, you will need to arrange food orders for delivery from outside.
•        Larger sized families with two parents may be separated into 2 rooms.
•        If you’re on prescription medication make sure you bring enough with you to last for at least 3-4 weeks together with medical documents certifying that you need to take this medication.
Failure to comply with the quarantine conditions or testing put in place, or any attempts to deliberately conceal health conditions can result in being sentenced to up to three years in prison. This applies to both Chinese and foreign nationals."
Christmas Island,CXR,Unknown
Clipperton Island,PYF,Unknown
Cocos (Keeling) Islands,CCK,Unknown
Colombia,COL,"Quarantine is required.

Passengers who have arrived in Colombia directly or indirectly from the UK (whose journey started in the UK) from 13 December will be contacted and required to self-isolate for 14 days.

You may be able to stop the quarantine if you receive a negative PCR tests result after 7 days of the arrival in Colombia. This is subject to change at short notice. "
Comoros,COM,"Quarantine requirement outside the country.

Passengers arriving from or having transited through China or Japan face entry travel restrictions or quarantine.  Travelers from counties with confirmed cases of COVID-19 may be required to have spent a period a period of 14 days in quarantine in a country that is free from COVID-19."
Congo,COG,"Quarantine requirement at government designated site or self-isolation at home. 

Passengers who do not present a negative COVID-19 test upon entry will undertake a COVID-19 test at the airport, and are required to self-isolate for 14 days, pending the results. "
Cook Islands,COK,"Quarantine requirement outside territory.
The Cook Islands have restricted the entry of all travelers except for Cook Islanders and Cook Islands Permit Holders who have been present in New Zealand for at least 30 days and whose main purpose of travel is to return home, or to take up or resume employment."
Costa Rica,CRI,"Self-isolation at own accommodation- subject to categorisation.

Costa Rican Nationals and Legal Residents who enter the country may be required to self-isolate for 14-days. They should complete the <a href=""https://salud.go.cr/"">epidemiological information form</a> which will specify the exact actions to be taken. Tourists entering from 1 August, under the amended restrictions stated above, will not be required to self-isolate. "
Côte d'Ivoire,CIV,"Self-isolation at own accommodation. 
You will be advised to self-isolate in your own accommodation for 14 days on arrival in Côte d’Ivoire."
Croatia,HRV,"Self-isolation at own accommodation- subject to PCR.

As an alternative to a PCR test result that is not older than 48 hours, travellers can have the PCR test performed upon arrival in Croatia (at their own expenses), with the obligation to stay in quarantine until they receive a negative test result. This also applies to EU/EEA citizens and their family members travelling to Croatia from a third country.
Travellers arriving from a country or region classified as ""green"", who transit through high-risk countries or regions without any delay, will not be required to show a negative PCR test result for SARS-CoV-2, nor stay in quarantine, as long as they can prove this travelling through.

"
Cuba,CUB,"Self-isolation at own accommodation- subject to PCR.

Tourists arriving on holiday charter flights will be given a PCR test on arrival. You will then be transferred to their hotels, and will be briefed on further medical checks or testing at the hotel. Independent travellers will have to self-isolate if they are staying in private accommodation until they receive notification their PCR test was negative. Cuban nationals and foreign residents must self isolate and have a further PCR test on their fifth day. On receipt of a second, negative PCR test result, you will no longer have to self-isolate. Anyone going to a hotel from the airport will follow the guidance of the medical staff at the hotel.Independent travellers will be given a PCR test on arrival and will have to self-isolate if you are staying in private accommodation until they receive notification their PCR test was negative.
Cuban nationals and foreign residents will be given a PCR test on arrival and must self isolate and have a further PCR test on their fifth day. On receipt of a second, negative PCR test result, you will no longer have to self-isolate. Anyone going to a hotel from the airport will follow the guidance of the medical staff at the hotel.
If your PCR test is positive (even if you arrived with a certificate of a negative PCR test taken within 72 hours of your departure to Cuba) you will have to go into hospital or centre being run by Ministry of Public Health. Anyone who is travelling with you will have to self-isolate and have another PCR test.
The costs of the stay in hospital or centre (and any medication) must be paid by credit card when discharged, or payment will need to be arranged directly by your travel insurance company. As a contingency, it is worth bringing cash (GBP, US Dollars or Euros) to settle the bill."
Curaçao,CUW,"Quarantine requirement at government designated site. 
Passengers must have not travelled to another country where there is a high-risk of COVID-19 infections or have been in contact with a person who has tested positively for COVID-19 within 14 days prior to arrival. If this is the case, you will be placed in mandatory quarantine."
Cyprus,CYP,"Self-isolation at own accommodation- subject to category. <br>
Travellers from ""Category C"" countries have to undergo a compulsory 14-day self-isolation. In addition, they have to perform a second PCR test on day 10 of the period of self-isolation, at their own expenses. The result of the PCR test must be sent to monada@mphs.moh.gov.cy and the self-isolation will come to an end on the 14th day, provided that the test result is negative.
All travellers who test positive for COVID-19 should be placed in compulsory confinement for 14 days and follow the medical protocol of the Ministry of Health.


"
Czechia,CZE,"Self-isolation at own accommodation- subject to category.

From 5 February 2021, travellers from ""red"" and ""dark red"" areas must self-isolate until a second negative test result is provided (no earlier than 5 days after entry in Czechia for travellers from ""dark red"" areas).
"
Democratic People's Republic of Korea,PRK,"Quarantine requirement at government designated site.
 All entries into DPRK are subject to quarantine measures of 30 days in a government designated facility."
Democratic Republic of the Congo,COD,"Quarantine requirement at government designated site- subject to PCR.

Travellers entering DRC must self-quarantine until they receive a negative COVID-19 test result from the test done on arrival, which may take up to 24 hours. If you’re suspected of having coronavirus, you’ll be placed into quarantine, likely in local health centres, for up to 14 days. Travellers entering DRC may be requested to quarantine for up to 7 days upon entry. "
Denmark,DNK,"Self-isolation at own accommodation.
Isolation is recommended but not mandatory. Foreigners with clear symptoms, such as fever and a dry cough, cannot enter Denmark.<br>
 As of 7 February 2021, a mandatory 10-day isolation applies, that can be terminated by the presentation of a negative PCR test taken not earlier than the fourth day after the entrance. 
"
Djibouti,DJI,"Quarantine requirement at government designated site- subject to PCR.
On arrival at all entry points (land, air or sea), if you are older than 11 years, you will be tested for COVID-19 and will have to remain at the point of entry until you receive the test results (estimated waiting up to four hours). You should not eat anything 30 minutes before your arrival at the entry point. You will have to pay for the test. If your result is negative, you will be free to go to your accommodation. If the result is positive you will be taken to a government designated quarantine hotel or hospital and remain in quarantine until you test negative. You will cover accommodation costs."
Dominica,DMA,"Quarantine requirement at government designated site- subject to Rapid Diagnostic Test (RDT).

A pinprick Rapid Diagnostic Test (RDT) will be taken on arrival. If the RDT is negative, then the traveller must self-isolate in a government operated or government certified facility for five days before having a further PCR test. If the RDT is positive, then a further PCR swab test will be carried out. This will be at the traveller’s expense. "
Dominican Republic,DOM,"Quarantine requirement at government designated site- subject to PCR. 

Passengers arriving without a negative PCR test certificate shall be subject to COVID-19 test and shall be subject to mandatory quarantine of 7 days in a government facility at their own cost. Passengers showing COVID-19 symptoms will also be tested. Passengers who test positive will be isolated and attended at authorized locations pending a negative PCR test. "
Ecuador,ECU,"Self-isolation at own accommodation- subject to testing.

Passengers who test positive in the antigen test taken at the airport will need to self-isolate for 10 days. Self-isolation for non-residents must be carried out in specified <a href=""https://www.salud.gob.ec/aislamiento-preventivo-obligatorio-apo-documentos-normativos-covid19/"">hotels</a>. Local residents and people qualified as “priority attention groups” such as people over 65 years old, children and pregnant women, will be allowed to self-isolate at their homes. The Ministry of Health has published <a href=""https://coronavirusecuador.com/"">more information on coronavirus protocols</a> that also allows for direct messaging with the Ministry (Spanish only). If you need to find emergency accommodation to go through the mandatory self-isolation protocol, you can access options on the <a href=""https://www.salud.gob.ec/aislamiento-preventivo-obligatorio-apo-documentos-normativos-covid19/"">Ministry of Health website</a>. The Government will monitor the situation in other countries with high risk of contagion to prevent incoming flights. <br>"
Egypt,EGY,"Self-isolation at own accommodation.

Egypt is implementing 14-day quarantine periods and other preventative measures in all cases. Returnees will now be required to sign a document upon arrival, stating that they will isolate themselves at their home for seven days until it is confirmed that they do not have any symptoms of COVID-19."
El Salvador,SLV,"Quarantine Requirement- Unknown where.
Those who are permitted to enter the country are subject to a 14-day quarantine."
Equatorial Guinea,GNQ,"Quarantine requirement at government designated site- subject to PCR.

If you do not present a negative COVID-19 test result on arrival, you will be required to undergo a COVID-19 test at the airport at a cost of approximately USD 210 and must quarantine for 3-5 days in a location approved by Equatorial Guinea authorities at your own expense, while you await the test results. If your test result is returned positive, you must self-isolate for a further 14 days"
Eritrea,ERI,"Quarantine Requirement- Unknown where.
Anyone arriving in Eritrea will be subject to a 21-day quarantine upon arrival."
Estonia,EST,"Self-isolation at own accommodation- subject to category.
<br>
Travellers arriving from countries with an infection rate higher than 150 cases per 100,000 inhabitants in the last 14 days are subject to mandatory 10-day isolation or a double testing procedure."
Eswatini,SWZ,"Quarantine requirement at government designated site.

You may be required to undergo a quarantine period not exceeding 14 days, or isolation as advised by the port health officers. "
Ethiopia,ETH,"Self-isolation at own accommodation or government facility.

All passengers will be subject to 7 days mandatory self-isolation. You must provide the address for your self-isolation upon arrival.

Diplomats are encouraged to present a negative RT PCR COVID-19 test certificate. Where they do so, they will need to self-isolate at their residence for 7 days. Where they do not present a negative test certificate, they will be required to self-isolate for 14 days. "
European Union,EUR,Unknown
Falkland Islands (Malvinas),FLK,"Self-isolation at own accommodation.
Passengers with Falkland Isl. (Malvinas) status and residents of Falkland Isl. (Malvinas) are subject to quarantine for 14 days."
Faroe Islands,FRO,"Self-isolation at own accommodation- subject to PCR.

All travellers to the Faroe Islands must be tested for COVID-19 on arrival. Children younger than 12 do not need to be tested. Testing is free of charge up to and including 31 July."
Fiji,FJI,"Quarantine requirement outside territory or at a at government designated site.
Quarantine requirement outside territory or at a at government designated site. Entry requires confirmation of willingness to enter a government-mandated quarantine facility for 14 days"
Finland,FIN,"Self-isolation at own accommodation.<br>
A 10-day quarantine is recommended for people arriving in Finland from ""red"" and ""grey"" countries.
"
France,FRA,"Self-isolation at own accommodation-subject to list.
A negative RT-PCR test, performed less than 72 hours before departure, is required. Where an RT-PCR test cannot be carried out in the country of departure, you can ask the French Embassy or Consulate for a specific document called “PCR test exemption”. In this case, you will be tested upon arrival and undergo a compulsory 7-day quarantine in an accommodation establishment validated by the public authorities, with an additional test taken at the end of the isolation period. "
French Guiana,GUF,"Self-isolation at own accommodation.
Arrivals from most destinations will also be required to self-isolate for seven days, before taking another PCR test. <a href="""">here</a>See the local Prefecture website for further information."
French Polynesia,PYF,No current quarantine requirement 
French Southern Territories,ATF,Unknown
