adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Hungary,HUN,19.412215,47.16514,07.01.2021,https://www.aviation24.be/airlines/wizz-air/wizz-air-and-ryanair-passenger-figures-fell-respectively-58-and-66-in-2020/?utm_source=rss&utm_medium=rss&utm_campaign=wizz-air-and-ryanair-passenger-figures-fell-respectively-58-and-66-in-2020,"Wizz Air, Ryanair",Wizz Air and Ryanair passenger figures fell respectively 58% and 66% in 2020.,,,,293
Hungary,HUN,19.412215,47.16514,08.01.2021,https://simpleflying.com/wizz-air-uk-flight-cuts/,"Wizz Air, Ryanair",Wizz Air Follows Ryanair With UK Flight Schedule Cuts,,,,294
Hungary,HUN,19.412215,47.16514,14.01.2021,https://seenews.com/news/wizz-air-cancels-introduction-of-seven-flights-from-belgrade-727676,Wizz Air,Wizz cancels seven flights from Belgrade.,,,,295
Hungary,HUN,19.412215,47.16514,20.01.2021,https://www.ekathimerini.com/261408/article/ekathimerini/business/wizz-flights-between-greece-and-abu-dhabi-resume,Wizz Air,Wizz flights between Greece and Abu Dhabi resume,,,,296
Hungary,HUN,19.412215,47.16514,03.02.2021,https://www.bloomberg.com/news/articles/2021-02-03/hungary-s-would-be-ryanair-hits-wall-in-bid-for-gatwick-growth,Wizz Air,"Wizz Air Taking on EasyJet, Ryanair Hits Wall in Bid for Gatwick Growth. ",,,,297
Hungary,HUN,19.412215,47.16514,04.02.2021,https://simpleflying.com/wizz-air-sarajevo-expansion/,Wizz Air,Wizz Eyes Expansion With Nine New Sarajevo Routes.,,,,298
Ilemi Triangle,"SSD, KEN",35.037697,4.760151,,,,,,,,299
India,IND,79.357702,22.348341,01.02.202,https://airwaysmag.com/airlines/spicejet-starlux-approved-us-flights/,Spicejet,"SpiceJet (India), Starlux Airlines (Taiwan) approved to begin U.S. flights. ",,,,300
India,IND,79.357702,22.348341,01.02.2021,https://www.businesstoday.in/sectors/aviation/spicejet-to-launch-20-new-flights-in-feb/story/429644.html,Spicejet,"SpiceJet will start 20 new Indian domestic flights, including 16 services that will be connecting Jaipur.",,,,301
India,IND,79.357702,22.348341,09.01.2021,The Shillong Times,IndiGo,IndiGo will resume flights between Kolkata and Shillong from 1 February ,,,,302
India,IND,79.357702,22.348341,09.01.2021,https://theshillongtimes.com/2021/01/08/indigo-to-resume-kolkata-shillong-flight-from-feb-1/indigo-flight-to-shillong/,IndiGo,IndiGo will resume flights between Kolkata and Shillong from 1 February ,,,,303
India,IND,79.357702,22.348341,11.01.2021,https://simpleflying.com/vistara-long-haul-frankfurt/,Vistara,"Indian airline Vistara is set to launch a second route to Europe on 18FEB21, with Delhi-Frankfurt flights.",,,,304
India,IND,79.357702,22.348341,12.01.2021,https://www.livemint.com/companies/news/indigo-to-add-flights-in-7-more-cities-11610437195434.html,IndiGo,"IndiGo plans to start new flights connecting Agra, Bareilly, Darbhanga, Durgapur, Kurnool, Leh and Rajkot ",,,,305
India,IND,79.357702,22.348341,15.01.2021,https://www.thehindubusinessline.com/economy/logistics/air-india-launches-direct-non-stop-chicago-hyderabad-service/article33577129.ece,Air India,Air India launches direct non-stop Chicago-Hyderabad service.,,,,306
India,IND,79.357702,22.348341,19.01.2021,https://twitter.com/TanzaniaUpdates/status/1351413837040410624?s=08,"Air India, Air Tanzania","Air India, Air Tanzania sign an airline interline agreement",,,,307
India,IND,79.357702,22.348341,19.12.2020,https://timesofindia.indiatimes.com/city/chennai/air-india-to-resume-afternoon-flights-between-chennai-and-coimbatore/articleshow/79813139.cms,Air India,Air India will resume afternoon flights between Coimbatore and Chennai on 23 December ,,,,308
India,IND,79.357702,22.348341,22.01.2021,https://timesofindia.indiatimes.com/business/india-business/flydubai-barred-from-bringing-passengers-to-chennai-till-january-31-after-passenger-tests-covid-positive/articleshow/80407393.cms,Flydubai ,Flydubai barred from bringing passengers to Chennai till January 31 after passenger tests Covid positive,,,,309
India,IND,79.357702,22.348341,09.02.2021,https://www.livemint.com/companies/news/air-india-to-resume-flight-services-between-hubballi-and-mumbai-from-next-week-11612856464327.html,Air India,Air India to resume flight services between Hubballi and Mumbai from next week,,,,310
Indonesia,IDN,113.914701,-0.989601,11.01.2021,https://www.nytimes.com/2021/01/09/world/asia/indonesia-plane-crash.html,Sriwijaya Air,"Indonesian Jetliner Crashes Into the Sea After Takeoff, Carrying 62",,,,311
Indonesia,IDN,113.914701,-0.989601,11.01.2021,https://english.khabarhub.com/2021/09/155071/,Garuda Indonesia,Kathmandu and Jakarta to be connected with direct flight.,,,,312
Switzerland,CHE,8.223234,46.9685,01.02.2021,https://news.trust.org/item/20210201154950-0g1ed/,SWISS,SWISS International Air Lines cuts Geneva flights in February,,,,313
Switzerland,CHE,8.223234,46.9685,03.02.2021,https://simpleflying.com/swiss-geneva-flight-cuts/,SWISS,SWISS Cuts Most Flights From Geneva.,,,,314
Syrian Arab Republic,SYR,38.498069,35.017584,12.01.2021,https://simpleflying.com/syrian-air-aleppo-beirut/,Syrian Air,Syrian Air routes expand with New Aleppo to Beirut flight.,,,,315
Syrian Arab Republic,SYR,38.498069,35.017584,18.01.2021,https://apnews.com/article/lebanon-coronavirus-pandemic-aleppo-syria-beirut-27d958bfc81109e3ad0e0d652397c252,Syrian Air,Syrian Air makes first Aleppo to Beirut flight since 2011.,,,,316
Tadjikistan,TJK,69.294998,38.430697,,,,,,,,317
Taiwan,TWN,120.969668,23.750541,15.01.2021,https://globetrender.com/2021/01/14/starlux-north-america-flight-expansion/,Starlux,Taiwan’s Starlux sets signts on North American expansion.,,,,318
Thailand,THA,101.020295,15.130893,06.01.2021,https://www.pattayamail.com/travel/bangkok-airways-announces-temporary-flight-reductions-route-suspensions-and-closure-of-lounge-services-339550,Bangkok Airways,"Bangkok Airways announces temporary flight reductions, route suspensions and closure of lounge services",,,,319
Thailand,THA,101.020295,15.130893,07.01.2021,https://thethaiger.com/coronavirus/thai-airways-cuts-down-international-flight-schedule,Thai Airways International ,Thai Airways cuts down international flight schedule.,,,,320
Thailand,THA,101.020295,15.130893,11.01.2021,https://www.pattayamail.com/travel/bangkok-airways-temporary-changes-in-jan-feb-to-avoid-interprovincial-travel-339954,Bangkok Airways,Bangkok Airways temporary changes in Jan-Feb to avoid interprovincial travel.,,,,321
Thailand,THA,101.020295,15.130893,18.01.2021,https://simpleflying.com/thai-airways-rescue-plan/,Thai Airways International ,Thai Airways is on track with new rescue plan.,,,,322
Thailand,THA,101.020295,15.130893,27.01.2021,https://thethaiger.com/news/national/bangkok-airways-to-resume-2-domestic-flights,Bangkok Airways,"Bangkok Airways to resume flights between Bangkok and Trat, Sukothai",,,,323
Thailand,THA,101.020295,15.130893,28.01.2021,https://japantoday.com/category/features/travel/thai-airasia-x-offers-unlimited-changes-or-credit-to-japan-korea-ticket-holders,Thai Air Asia X,"Thai AirAsia X offers unlimited changes or credit to Japan, Korea ticket holders",,,,324
Thailand,THA,101.020295,15.130893,03.02.2021,https://www.ch-aviation.com/portal/news/100061-covid-resurgence-jeopardises-thai-airasias-domestic-hopes,Thai Air Asia,COVID resurgence jeopardises Thai AirAsia's domestic hopes.,,,,325
Timor-Leste,TLS,125.945119,-8.797487,,,,,,,,326
Tokelau,TKL,-172.47418,-8.554768,,,,,,,,327
Tonga,TON,-175.27529,-21.159087,,,,,,,,328
Trinidad and Tobago,TTO,-61.296613,10.423121,06.01.2021,https://newsday.co.tt/2021/01/05/cal-suspends-cuba-flights/,Caribbean Airlines,CAL suspends Cuba flights because of COVID19,,,,329
Tromelin Island,xFR,54.524013,-15.891713,,,,,,,,330
Tunisia,TUN,9.560349,33.774827,05.01.2021,https://www.lefigaro.fr/flash-eco/tunisie-une-experte-en-gestion-de-projets-nommee-pdg-de-tunisair-20210104,Tunisair,Tunisair nominates a female expert in project management as the new CEO. ,,,,331
Tunisia,TUN,9.560349,33.774827,14.01.2021,https://www.visa-algerie.com/confinement-general-en-tunisie-tunisair-maintient-ses-vols/,Tunisair,"Despite lockdown in Tunisia, Tunisair maintains flights.",,,,332
Tunisia,TUN,9.560349,33.774827,28.01.2021,https://en.africanmanager.com/tunisia-tunisair-announces-revenues-falling-by-1-1-billion-dinars-in-2020/,Tunisair,TUNISAIR announces revenues falling by 1.1 billion dinars in 2020.,,,,333
Tunisia,TUN,9.560349,33.774827,03.02.2021,https://www.agenceecofin.com/transports/0202-84751-en-2020-tunisair-a-perdu-2-4-millions-de-passagers-71,Tunisair,"Tunisair lost 2.4 million passengers in 2020, representing -71%",,,,334
Turkey,TUR,35.432387,38.988934,01.02.2021,https://www.dailysabah.com/business/transportation/turkish-airlines-budget-carrier-cargo-service-to-continue-as-separate-firms,"Turkish Airlines’ budget carrier (Andaloujet), cargo service to continue as separate firms.","Turkish Airlines’ budget carrier (Andaloujet), cargo service to continue as separate firms.",,,,335
Turkey,TUR,35.432387,38.988934,02.01.2021,https://www.aa.com.tr/en/economy/turkish-airlines-suspends-flights-from-uk-to-turkey/2096264,Turkish Airlines,Turkish Airlines suspends flights from UK to Turkey,,,,336
Turkey,TUR,35.432387,38.988934,04.01.2021,https://simpleflying.com/turkish-airlines-premium-economy-removal/,Turkish Airlines,Why Turkish Airlines Removed Its Premium Economy Cabin,,,,337
Turkey,TUR,35.432387,38.988934,04.01.2021,https://menafn.com/1101368669/Turkish-Airlines-prioritizes-cargo-flights-in-aviation-historys-most-challenging-year,Turkish Airlines,Turkish Airlines prioritizes cargo flights in aviation history's most challenging year,,,,338
Turkey,TUR,35.432387,38.988934,04.01.2021,https://simpleflying.com/turkish-airlines-200-january-2021/,Turkish Airlines,Flying to over 200 destinations.,,,,339
Turkey,TUR,35.432387,38.988934,07.01.2021,https://centreforaviation.com/news/turkish-airlines-plans-new-routes-to-manchester-moscow-in-summer-2021-1046056,Turkish Airlines,"Turkish Airlines plans new routes to Manchester, Moscow in summer 2021",,,,340
Turkey,TUR,35.432387,38.988934,07.01.2021,https://centreforaviation.com/news/turkish-airlines-expands-istanbul-male-frequency-in-early-2021-1046248,Turkish Airlines,Turkish Airlines expands Istanbul-Male frequency in early 2021.,,,,341
Turkey,TUR,35.432387,38.988934,08.01.2021,https://www.aircargonews.net/airlines/turkeys-first-covid-vaccines-transported-from-china-by-turkish-cargo/,Turkish Airlines,Turkey’s first Covid vaccines transported from China by Turkish Cargo,,,,342
Turkey,TUR,35.432387,38.988934,13.01.2021,https://www.aa.com.tr/en/economy/turkish-airlines-offers-40-discount-for-intl-flights/2107161,Turkish Airlines,Turkish Airlines offers 40% discount for int'l flights.,,,,343
Turkey,TUR,35.432387,38.988934,18.01.2021,https://www.samaa.tv/news/2021/01/pakistan-imposes-rs100000-fine-on-turkish-airlines/,Turkish Airlines,"Pakistan imposes Rs100,000 fine on Turkish Airlines- allowed two passengers to board without negative PCR test.",,,,344
Turkey,TUR,35.432387,38.988934,18.01.2021,https://www.arabianaerospace.aero/turkish-airlines-launches-new-hygiene-programme.html?utm_source=googleNews&utm_medium=organic&utm_campaign=news_feed,Turkish Airlines,Turkish Airlines launches new hygiene programme.,,,,345
Turkey,TUR,35.432387,38.988934,18.01.2021,https://financialtribune.com/articles/domestic-economy/107063/turkish-airlines-to-resume-istanbul-mashhad-flights?__cf_chl_jschl_tk__=1653dc0cd150acc16a03776a5f22ecf4fa85a681-1610996887-0-AbLML_LZ73rF4Zg8e5l1d68vVdUA-y5CnaSJ6eXEi9lDRpn7XiAMQcEMlI09CLIQKILqiTO9YRf6YUy0EzOgZncYN2S2qG78zmr-2B3lURsEnUrHBMBZScE8rc2SkAHIAU2JDTkRD8DAC-Oi4dNlFNsKgS4ptgQsrDhfYm-YZTHMHe33WaDcluUJn5DNST86r4HYvvGUyBgX_PXfDaaQw6kuyWPxVHTbl9EQDTN2ElyLwWTTmBdlc5fTMepDnf5heEnD28S4HfjbOyuzwjljpFA5grSmWtjv72JVTGp-zZfVxkaUPi22ugrgsQyU-QGC6mQX0SVZY7fB1mD9ntlOkk5HKnhz5iBZR05x-ePMfABh-a4cR-vA65GUO-d-EKw6woMIHSoVH5QeGaBZmeZKWjTU1507AcPxno-oazuaZbZ8,Turkish Airlines,Turkish Airlines to Resume Istanbul-Mashhad Flights,,,,346
Turkey,TUR,35.432387,38.988934,20.01.2021,https://menafn.com/1101460526/Kyrgyzstan-increases-number-of-flights-to-Turkey&source=30,Turkish Airlines,Turkish Airlines to increase flights between Istanbul and Bishkek.,,,,347
Turkey,TUR,35.432387,38.988934,21.01.2021,https://menafn.com/1101460526/Kyrgyzstan-increases-number-of-flights-to-Turkey&source=30,Turkish Airlines,"Istanbul Airport to have 286 destinations, with 207 daily-plus.",,,,348
Turkey,TUR,35.432387,38.988934,21.01.2021,https://www.anna.aero/2021/01/20/istanbul-airport-to-have-286-destinations-with-207-daily-plus/,Turkish Airlines,Turkish Airlines to increase flights between Istanbul and Bishkek.,,,,349
Turkey,TUR,35.432387,38.988934,25.01.2021,https://www.tehrantimes.com/news/457354/Turkish-Airlines-resumes-flights-to-Isfahan-after-almost-one-year,Turkish Airlines,Turkish Airlines resumes flights to Isfahan after almost one-year halt,,,,350
Turkey,TUR,35.432387,38.988934,26.01.2021,https://www.tehrantimes.com/news/452900/Turkish-Airlines-resumes-flights-to-Tehran-after-six-months-halt,Turkish Airlines,Turkish Airlines resumes flights to Isfahan.,,,,351
Turkey,TUR,35.432387,38.988934,26.01.2021,https://www.aa.com.tr/en/turkey/turkish-airlines-temporarily-suspends-israel-flights/2122663,Turkish Airlines,Flag carrier Turkish Airlines suspends all flights to Israel from 6JAN21 to 31JAN21.,,,,352
Turkey,TUR,35.432387,38.988934,26.01.2021,https://seenews.com/news/turkish-airlines-to-resume-flights-to-bulgarias-varna-as-of-feb-22-729143,Turkish Airlines,Turkish Airlines will resume flights between Istanbul and Varna from 22 February.,,,,353
Turkey,TUR,35.432387,38.988934,29.01.2021,https://eturbonews.com/2740481/turkeys-pegasus-airlines-launches-new-route-to-chisinau-moldova/,Turkish Airlines,"Turkey’s Pegasus resumes operations to Chisinau, Moldova.",,,,354
Turkey,TUR,35.432387,38.988934,01.02.2021,https://seenews.com/news/pegasus-airlines-suspends-istanbul-sarajevo-flights-until-march-1-report-729773,Pegasus Airlines,Pegasus Airlines suspend flights between Istanbul and Sarajevo until 1 March,,,,355
Turkey,TUR,35.432387,38.988934,02.02.2021,https://centreforaviation.com/news/turkish-airlines-to-commence-antalya-and-gaziantep-services-to-paris-in-jul-2021-1050782,Turkish Airlines,Turkish Airlines to commence Antalya and Gaziantep services to Paris in Jul-2021,,,,356
Turkey,TUR,35.432387,38.988934,03.02.2021,https://www.hurriyetdailynews.com/turkish-civilian-airlines-operate-fleet-of-554-aircraft-162111,Turkish Airlines,Turkish civilian airlines operate fleet of 554 aircraft. ,,,,357
Turkey,TUR,35.432387,38.988934,04.02.2021,https://www.total-croatia-news.com/travel/50277-istanbul-zagreb,Turkish Airlines,Turkish national airline has again reduced the number of weekly rotations between Istanbul and Zagreb.,,,,358
Turkey,TUR,35.432387,38.988934,04.02.2021,https://menafn.com/1101542582/Turkish-Airlines-decide-to-increase-flight-frequency-between-Istanbul-and-Tbilisi,Turkish Airlines,Turkish Airlines decide to increase flight frequency between Istanbul and Tbilisi.,,,,359
Turkmenistan,TKM,58.978766,40.091235,01.02.2021,https://menafn.com/1101525496/Turkmen-Airlines-announces-another-suspension-of-flights&source=28,Turkmenistan Airlines,Turkmenistan Airlines extends suspension of flights until 28 February,,,,360
Turks and Caicos Islands,TCA,-72.002714,21.928412,,,,,,,,361
Tuvalu,TUV,177.152792,-7.222228,,,,,,,,362
Uganda,UGA,32.391004,1.279556,01.02.2021,https://simpleflying.com/uganda-airlines-second-rare-a330-800/,Uganda Airlines,Uganda Airlines To Take Second Rare Airbus A330-800 On Tuesday.,,,,363
Uganda,UGA,32.391004,1.279556,05.01.2021,https://www.logupdateafrica.com/uganda-airlines-to-begin-london-guangzhou-mumbai-routes-aviation,Uganda Airlines,"Uganda Airlines to begin London, Guangzhou, Mumbai routes",,,,364
Uganda,UGA,32.391004,1.279556,07.01.2021,https://menafn.com/1101389991/Uganda-Airlines-Includes-Somaliland-in-New-Planned-Destinations-for-2021,Uganda Airlines,Uganda Airlines Includes Somaliland in New Planned Destinations for 2021.,,,,365
Uganda,UGA,32.391004,1.279556,21.01.2021,https://www.independent.co.ug/uganda-airlines-tightens-up-competition-in-the-regions-aviation-market/,Uganda Airlines,Uganda Airlines tightens up competition in the region’s aviation market.,,,,366
Uganda,UGA,32.391004,1.279556,26.01.2021,https://centreforaviation.com/news/uganda-airlines-likely-to-commence-dubai-service-in-feb-2021-1049357,Uganda Airlines,Uganda Airlines likely to commence Dubai service in Feb-2021,,,,367
Uganda,UGA,32.391004,1.279556,28.01.2021,https://centreforaviation.com/news/uganda-airlines-to-commence-services-to-dubai-mumbai-london-and-guangzhou-soon-1049822,Uganda Airlines,"Uganda Airlines to commence services to Dubai, Mumbai, London and Guangzhou 'soon'.",,,,368
Ukraine,UKR,31.40147,49.005714,12.01.2021,"https://menafn.com/1101417127/Ryanair-suspends-70-of-flights-from-Kyiv-until-spring#:~:text=(MENAFN%20%2D%20UkrinForm)%20The%20Irish,to%20Vienna%2C%20Berlin%20and%20Valencia.",Ryanair,Ryanair suspends 70% of flights from Kyiv until spring.,,,,369
Ukraine,UKR,31.40147,49.005714,26.01.2021,https://menafn.com/1101495602/Ukrainian-air-company-returns-on-Georgias-aviation-market&source=28,SkyUp Airlines,SkyUp Airlines will resume flights between Tbilisi and Kyiv,,,,370
Ukraine,UKR,31.40147,49.005714,26.01.2021,https://open4business.com.ua/ukraine-international-airlines-warns-of-flight-changes-to-israel/,Ukraine International Airlines,Ukraine International warns of flight changes to Israel.,,,,371
Ukraine,UKR,31.40147,49.005714,29.01.2021,"https://eturbonews.com/2743814/ukraine-international-airlines-to-resume-tbilisi-flights/#:~:text=Ukraine%20International%20Airlines%20(UIA)%20plans,additional%20convenient%20connections%20in%20Kyiv.",Ukraine International Airlines,Ukraine International Airlines to resume Kyiv-Tbilisi flights from 31 January,,,,372
Ukraine,UKR,31.40147,49.005714,02.02.2021,https://www.kyivpost.com/business/bees-airlines-takes-off.html,Bees Airlines,Ukraine's new low-cost airline Bees Airlines takes off.,,,,373
United Arab Emirates,ARE,53.982339,23.434112,01.02.2021,"https://anba.com.br/en/emirates-suspends-dubai-sao-paulo-flights-for-10-days/#:~:text=Airline%20announced%20the%20Brazil%2DUAE,10%20due%20to%20COVID%2D19.&text=S%C3%A3o%20Paulo%20%E2%80%93%20Emirates%20has%20announced,between%20Dubai%20and%20S%C3%A3o%20Paulo.",Emirates,Emirates will suspend flights between Dubai and Sao Paulo between 1-10 February because of COVID-19.,,,,374
United Arab Emirates,ARE,53.982339,23.434112,01.02.2021,https://www.khaleejtimes.com/coronavirus-pandemic/covid-19-emirates-extends-flight-ban-to-south-africa,Emirates,Emirates extends suspension of South Africa flights to 12 February because of COVID-19 ,,,,375
United Arab Emirates,ARE,53.982339,23.434112,03.01.2021,https://gulfbusiness.com/flydubai-resumes-flights-between-dubai-and-riyadh-dammam/,FlyDubai,"Flydubai resumes flights to Dammam, Riyadh after new COVID-19 strain prompts suspension; flights to Jeddah to resume in February ",,,,376
United Arab Emirates,ARE,53.982339,23.434112,04.01.2021,https://gulfbusiness.com/flydubai-resumes-flights-between-dubai-and-riyadh-dammam/,Flydubai,"Flydubai resumes flights to Dammam, Riyadh after new COVID-19 strain prompts suspension; flights to Jeddah to resume in February",,,,377
United Arab Emirates,ARE,53.982339,23.434112,06.01.2021,https://www.total-croatia-news.com/travel/49421-flydubai-delays-zagreb,Flydubai,Flydubai Delays Zagreb Return to May 2021,,,,378
United Arab Emirates,ARE,53.982339,23.434112,06.01.2021,https://www.total-croatia-news.com/travel/49421-flydubai-delays-zagrebb,Flydubai,Flydubai Delays Zagreb Return to May 2021.,,,,379
United Arab Emirates,ARE,53.982339,23.434112,11.01.2021,https://gulfbusiness.com/dubais-emirates-to-resume-operations-to-seattle-dallas-and-san-francisco/,Emirates,"Emirates will resume flights to Seattle, Dallas, San Francisco from 1 February, increase flights to New York, Los Angeles and Sao Paulo",,,,380
United Arab Emirates,ARE,53.982339,23.434112,11.01.2021,https://gulfnews.com/business/aviation/uae---qatar-ties-etihad-looks-forward-to-resuming-abu-dhabi-qatar-flights-1.76374761,Etihad Airways,Etihad ‘looks forward’ to resuming Abu Dhabi-Qatar flights.,,,,381
United Arab Emirates,ARE,53.982339,23.434112,11.01.2021,https://simpleflying.com/emirates-hong-kong-flight-ban/,Emirates,Emirates Receives 2 Week Hong Kong Flight Ban (09-22JAN21) for breaching rules.,,,,382
United Arab Emirates,ARE,53.982339,23.434112,12.01.2021,https://onemileatatime.com/emirates-increasing-us-routes-frequencies/,Emirates,Emirates increasing US routes and frequencies,,,,383
United Arab Emirates,ARE,53.982339,23.434112,12.01.2021,https://www.businesstraveller.com/business-travel/2021/01/11/emirates-to-resume-service-to-seattle-dallas-and-san-francisco/,Emirates,"Emirates to resume service to Seattle, Dallas and San Francisco.",,,,384
United Arab Emirates,ARE,53.982339,23.434112,14.01.2021,https://anba.com.br/en/emirates-resumes-another-weekly-sao-paulo-dubai-flight/,Emirates,Emirates resumes another weekly São Paulo-Dubai flight.,,,,385
United Arab Emirates,ARE,53.982339,23.434112,14.01.2021,https://www.reuters.com/article/emirates-airline-outlook-int/emirates-airline-sees-full-fleet-returning-to-the-skies-this-year-idUSKBN29I1VH,Emirates,Emirates airline sees full fleet returning to the skies this year.,,,,386
United Arab Emirates,ARE,53.982339,23.434112,14.01.2021,https://news.trust.org/item/20210114114752-w33oz/,Emirates,Emirates to temporarily suspends flights to South Africa,,,,387
United Arab Emirates,ARE,53.982339,23.434112,15.01.2021,https://www.reuters.com/article/uk-safrica-emiratesairline/emirates-to-temporarily-suspends-flights-to-south-africa-idUSKBN29J22V,Emirates,Emirates to temporarily suspends flights to South Africa,,,,388
United Arab Emirates,ARE,53.982339,23.434112,15.01.2021,https://www.9news.com.au/national/emirates-suspend-flights-sydney-brisbane-melbourne/57d4448f-7b29-4593-b20c-2acff336f718,Emirates,"Emirates suspend flights to and from Brisbane, Sydney and Melbourne",,,,389
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,https://www.abc.net.au/news/2021-01-16/emirates-suspends-flights-to-and-from-melbourne-sydney-brisbane/13063572,Emirates,"Emirates suspends flights to and from Melbourne, Sydney and Brisbane after COVID prompts cuts to arrivals.",,,,390
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,https://emiratesgroupnews.presspage.com/emirates-group-rolls-out-covid-19-vaccination-programme/,Emirates,Emirates Group rolls out COVID-19 vaccination programme to staff.,,,,391
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,http://www.xinhuanet.com/english/2021-01/19/c_139678252.htm,Emirates,"Emirates will increase flights between Dubai and Harare, Lusaka from 6 February",,,,392
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,https://www.thenationalnews.com/lifestyle/travel/etihad-resumes-flights-between-abu-dhabi-and-istanbul-1.1148452,Etihad Airways,Etihad resumes flights between Abu Dhabi and Istanbul.,,,,393
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,https://www.khaleejtimes.com/news/covid-19-etihad-announces-limits-on-passenger-flights-to-sydney,Etihad Airways,Etihad announces temporary restrictions on number of passengers flying between Abu Dhabi and Sydney because of COVID-19,,,,394
United Arab Emirates,ARE,53.982339,23.434112,18.01.2021,https://simpleflying.com/wizz-air-abu-dhabi-tel-aviv/,Wizz Air,Wizz Air Abu Dhabi keen to launch Tel Aviv flights.,,,,395
United Arab Emirates,ARE,53.982339,23.434112,19.01.2021,https://www.thenationalnews.com/business/aviation/etihad-airways-and-emirates-to-trial-iata-travel-pass-1.1149056,"Emirates, Etihad",Emirates and Etihad to trial the IATA Travel Pass.,,,,396
United Arab Emirates,ARE,53.982339,23.434112,19.01.2021,https://www.executivetraveller.com/news/emirates-to-resume-sydney-melbourne-brisbane-flights,Emirates,"Emirates plans to resume passenger flights to Brisbane, Melbourne, Sydney in April.",,,,397
United Arab Emirates,ARE,53.982339,23.434112,20.01.2021,https://www.ekathimerini.com/261408/article/ekathimerini/business/wizz-flights-between-greece-and-abu-dhabi-resume,Wizz Air,Wizz flights between Greece and Abu Dhabi resume,,,,398
United Arab Emirates,ARE,53.982339,23.434112,20.01.2021,https://simpleflying.com/etihad-doha-flights/,Etihad Airways,Etihad Airways will resume flights between Abu Dhabi and Doha from 15 February,,,,399
United Arab Emirates,ARE,53.982339,23.434112,21.01.2021,https://simpleflying.com/etihad-doha-flights//,Etihad Airways,Etihad To Resume Flights To Doha Following 3.5 Year Blockade.,,,,400
United Arab Emirates,ARE,53.982339,23.434112,22.01.2021,https://www.theguardian.pe.ca/news/world/denmark-halts-all-flights-from-uae-for-five-days-543768/,Emirates/ Etihad,Danish government bans arriving flights from United Arab Emirates for five days because of potentially unreliable COVID-19 tests.,,,,401
United Arab Emirates,ARE,53.982339,23.434112,22.01.2021,https://www.airlive.net/emirates-reverses-australian-flight-suspension/,Emirates,"Emirates reverses Australian flight suspension: flights to Sydney, Melbourne and Brisbane re-start next week.",,,,402
United Arab Emirates,ARE,53.982339,23.434112,24.01.2021,https://vestnikkavkaza.net/news/Flydubai-resumes-flights-to-Georgia.html,Flydubai,Flydubai to resume flights between Dubai and Tbilisi from 28 January,,,,403
United Arab Emirates,ARE,53.982339,23.434112,25.01.2021,"https://timesofindia.indiatimes.com/business/india-business/flydubai-barred-from-bringing-passengers-to-chennai-till-january-31-after-passenger-tests-covid-positive/articleshow/80407393.cms#:~:text=Holidays%20in%20January-,flydubai%20barred%20from%20bringing%20passengers%20to%20Chennai%20till,after%20passenger%20tests%20Covid%20positive&text=NEW%20DELHI%3A%20Tamil%20Nadu%20has,this%20Sunday%20(January%2017).",Flydubai,Tamil Nadu bans flydubai flights to Chennai until 31 January after COVID-19-positive passenger detected.,,,,404
United Arab Emirates,ARE,53.982339,23.434112,25.01.2021,https://www.zawya.com/mena/en/press-releases/story/flydubai_launches_double_daily_flights_to_Doha-ZAWYA20210121063419/,Flydubai,flydubai launches double daily flights to Doha.,,,,405
United Arab Emirates,ARE,53.982339,23.434112,25.01.2021,https://gulfnews.com/business/aviation/budget-airline-flydubai-adds-four-more-cities-to-its-european-network-1.1611565522861,Flydubai,"Flydubai to resume flights to Catania, Naples, Salzburg and Malta from 12 May",,,,406
United Arab Emirates,ARE,53.982339,23.434112,25.01.2021,https://apnews.com/article/dubai-united-arab-emirates-denmark-middle-east-coronavirus-pandemic-a7f8ba15e5b517dab12c1a96efffd020,Etihad/ Emirates,Denmark suspends flights from UAE amid doubts over virus tests.,,,,407
United Arab Emirates,ARE,53.982339,23.434112,25.01.2021,https://www.khaleejtimes.com/news/emirates-to-resume-flights-to-three-australian-cities,Emirates,Emirates to resume flights to three Australian cities,,,,408
United Arab Emirates,ARE,53.982339,23.434112,26.01.2021,https://www.ch-aviation.com/portal/news/99786-etihad-warns-of-more-job-cuts?utm_source=dlvr.it&utm_medium=twitter,Etihad,Etihad warns of more job cuts.,,,,409
United Arab Emirates,ARE,53.982339,23.434112,26.01.2021,https://simpleflying.com/flydubai-europe-2021/?utm_source=dlvr.it&utm_medium=twitter,Flydubai,Flydubai eyes big expansion plan for Europe in 2021.,,,,410
United Arab Emirates,ARE,53.982339,23.434112,27.01.2021,https://simpleflying.com/emirates-south-africa-flight-suspension/,Emirates,Emirates extends its flight suspension to South Africa until 4 February ,,,,411
United Arab Emirates,ARE,53.982339,23.434112,28.01.2021,https://www.gulftoday.ae/news/2021/01/28/emirates-issues-new-travel-procedures-makes-pcr-test-mandatory,Emirates,"Emirates imposes new travel procedures, makes COVID-19 test mandatory ",,,,412
